customer_id,first_name,last_name,gender,dob,city,state,occupation,account_open_date,account_type,balance,credit_score,loan_status,loan_id,loan_type,loan_amount,interest_rate,tenure_months,start_date,end_date,status_loan,transaction_id,transaction_date,transaction_type,amount,transaction_mode,merchant,status_transaction
3156,Manjari,Majumdar,M,1960-03-06,Mumbai,Karnataka,Doctor,2020-06-19,Current,276304.47,823,Closed,,,,,,,,,40330,2024-10-27 03:02:35,Transfer,609.17,ATM,BigBasket,Success
3157,Jivin,Dayal,F,1959-02-14,Bangalore,Tripura,Retired,2023-04-04,Fixed Deposit,149948.06,320,Active,,,,,,,,,4553,2025-03-08 13:58:27,Bill Payment,5310.51,Online,Amazon,Success
3158,Bhamini,Bhatt,F,1973-07-22,Mumbai,Haryana,Student,2020-03-06,Savings,482793.44,527,Active,,,,,,,,,25875,2024-06-02 12:13:18,Deposit,229.46,Online,,Success
3159,Hunar,Viswanathan,O,1997-08-29,Chennai,Punjab,Student,2018-09-25,Savings,139777.97,587,Defaulted,,,,,,,,,2061,2024-06-18 23:19:41,Deposit,5192.31,Branch,,Success
3160,Mehul,Bhandari,M,1999-05-28,Pune,Rajasthan,Doctor,2016-08-10,Fixed Deposit,122490.05,582,Closed,,,,,,,,,247,2023-11-02 12:17:23,Transfer,14005.74,Branch,Electricity Board,Success
3161,Piya,Kulkarni,M,1957-05-20,Ahmedabad,West Bengal,Business,2018-11-24,Fixed Deposit,380000.55,365,Closed,,,,,,,,,49391,2025-04-22 18:42:58,Deposit,7268.13,ATM,,Success
3162,Samar,Bail,M,1984-09-22,Bangalore,Nagaland,Business,2025-08-18,Savings,39234.58,736,Closed,1839.0,Business,269516.97,8.97,24.0,2021-12-02,2023-12-02,Closed,44229,2024-06-26 04:34:41,Deposit,5473.0,UPI,,Success
3163,Biju,Saxena,O,2003-08-01,Bangalore,Himachal Pradesh,Other,2019-08-23,Current,11553.76,558,Active,,,,,,,,,1242,2025-03-23 23:16:59,Deposit,45308.11,ATM,,Failed
3164,Parinaaz,Uppal,F,1972-04-13,Delhi,West Bengal,Student,2016-01-15,Current,245150.35,402,Closed,,,,,,,,,46557,2024-05-16 16:15:27,Deposit,19806.18,Branch,,Success
3165,Saanvi,Bains,O,1978-10-23,Kolkata,Punjab,Other,2024-12-16,Salary,170027.74,400,Closed,1337.0,Education,2527449.73,12.85,36.0,2025-05-14,2028-05-14,Closed,16824,2025-05-24 13:20:03,Deposit,1751.94,Branch,,Success
3166,Emir,Barad,F,1970-09-26,Kolkata,Mizoram,Engineer,2021-09-18,Fixed Deposit,103284.64,525,Active,144.0,Personal,3379932.38,9.6,120.0,2022-09-09,2032-09-09,Defaulted,39385,2024-04-06 06:46:16,Bill Payment,47236.11,UPI,BigBasket,Success
3167,Diya,Barad,F,1984-12-19,Kolkata,Haryana,Engineer,2017-09-09,Current,292129.68,536,Defaulted,,,,,,,,,36244,2023-12-16 12:33:50,Deposit,1149.63,Online,,Success
3168,Kaira,Grewal,F,1968-08-25,Ahmedabad,Uttarakhand,Student,2021-04-22,Current,426418.78,805,Closed,,,,,,,,,17119,2024-03-31 16:42:16,Withdrawal,4221.39,UPI,,Success
3169,Devansh,Rege,F,2001-02-08,Kolkata,Maharashtra,Retired,2022-11-03,Current,437324.62,842,Closed,,,,,,,,,5155,2024-08-10 23:56:06,Deposit,10703.85,Online,,Success
3170,Anay,Gade,O,1974-01-11,Chennai,Punjab,Business,2018-03-14,Savings,160293.42,572,No Loan,,,,,,,,,32987,2025-05-27 03:05:31,Bill Payment,4442.2,ATM,Gas Supplier,Success
3171,Yuvraj ,Yadav,O,1979-04-13,Mumbai,Rajasthan,Business,2021-06-18,Savings,260084.28,719,Active,,,,,,,,,26737,2024-12-29 23:32:18,Withdrawal,4185.28,ATM,,Success
3172,Ritvik,Rastogi,O,1980-04-06,Bangalore,Andhra Pradesh,Other,2023-10-09,Savings,41887.28,795,Defaulted,,,,,,,,,28074,2025-09-01 07:29:54,Withdrawal,3949.98,UPI,,Success
3173,Azad,Dhillon,F,1965-09-03,Kolkata,Chhattisgarh,Teacher,2022-01-11,Fixed Deposit,62721.73,801,Defaulted,1127.0,Education,4989032.72,8.46,72.0,2022-12-01,2028-12-01,Active,17733,2024-12-15 11:48:34,Withdrawal,9736.67,ATM,,Success
3174,Emir,Ramanathan,F,1994-12-31,Pune,Gujarat,Teacher,2016-03-13,Fixed Deposit,367644.89,486,No Loan,1512.0,Personal,905966.36,11.96,48.0,2020-11-17,2024-11-17,Defaulted,1545,2024-07-04 04:50:56,Deposit,8943.05,UPI,,Success
3175,Saanvi,Sridhar,F,1976-01-27,Bangalore,Telangana,Business,2024-06-14,Salary,461719.72,637,Active,,,,,,,,,44393,2024-02-11 23:53:38,Deposit,5487.23,ATM,,Failed
3176,Riya,Gera,O,1989-05-06,Ahmedabad,Gujarat,Teacher,2025-08-28,Savings,64485.22,336,Defaulted,,,,,,,,,39347,2023-10-31 17:03:34,Deposit,35902.04,ATM,,Success
3177,Arhaan,Saha,O,1980-07-18,Chennai,Telangana,Teacher,2025-09-04,Salary,351496.96,807,Closed,1494.0,Car,940230.01,8.78,60.0,2023-08-03,2028-08-03,Closed,2415,2023-11-28 14:55:22,Transfer,7074.65,ATM,IRCTC,Success
3178,Tarini,Sachar,F,1964-12-23,Pune,Assam,Doctor,2022-04-01,Current,227332.83,481,Defaulted,683.0,Car,126638.17,8.68,84.0,2021-12-12,2028-12-12,Active,27292,2025-09-26 01:06:03,Withdrawal,7536.25,Online,,Success
3179,Jivika,Krishnamurthy,F,1960-01-10,Hyderabad,Odisha,Other,2019-08-02,Salary,336357.69,766,No Loan,1846.0,Home,3636925.12,6.78,120.0,2022-11-01,2032-11-01,Closed,4113,2024-03-17 04:12:11,Transfer,1412.02,UPI,Gas Supplier,Success
3180,Sana,Kadakia,F,1997-08-28,Chennai,Nagaland,Student,2025-02-02,Fixed Deposit,101838.39,534,Closed,,,,,,,,,11594,2025-03-02 04:03:26,Deposit,5030.47,Online,,Success
3181,Eva,Sur,O,2004-08-24,Bangalore,Arunachal Pradesh,Other,2017-10-29,Salary,499730.88,732,Closed,10.0,Home,4108347.33,10.93,84.0,2024-02-25,2031-02-25,Closed,21025,2025-05-03 09:36:51,Withdrawal,3628.13,ATM,,Success
3181,Eva,Sur,O,2004-08-24,Bangalore,Arunachal Pradesh,Other,2017-10-29,Salary,499730.88,732,Closed,968.0,Education,3298328.55,9.58,72.0,2023-10-21,2029-10-21,Defaulted,21025,2025-05-03 09:36:51,Withdrawal,3628.13,ATM,,Success
3182,Nirvi,Lala,O,1996-01-29,Pune,Mizoram,Retired,2023-10-19,Salary,393574.78,399,Closed,,,,,,,,,14727,2024-09-13 21:00:36,Deposit,565.09,Branch,,Success
3183,Priyansh,Chatterjee,F,1984-10-10,Bangalore,Uttarakhand,Engineer,2021-02-26,Salary,364040.68,702,Closed,,,,,,,,,9383,2024-02-13 02:06:44,Deposit,51275.65,ATM,,Success
3184,Nirvaan,Gala,M,1993-11-28,Pune,Haryana,Doctor,2020-10-01,Fixed Deposit,76480.88,714,Defaulted,,,,,,,,,4517,2025-03-03 15:41:00,Withdrawal,10847.11,Branch,,Success
3185,Mehul,Kari,M,2007-01-01,Kolkata,Karnataka,Business,2021-12-03,Salary,333815.89,762,No Loan,,,,,,,,,8530,2024-06-02 09:28:10,Deposit,23095.33,Online,,Success
3186,Rania,Dara,O,2005-09-05,Pune,Manipur,Doctor,2017-09-23,Salary,440197.21,663,Active,,,,,,,,,19526,2023-11-02 14:12:07,Withdrawal,12485.4,Branch,,Success
3187,Taran,Baral,F,2004-08-18,Delhi,Kerala,Business,2022-09-27,Fixed Deposit,9996.48,570,Active,83.0,Education,3323263.27,9.77,12.0,2022-07-30,2023-07-30,Closed,37700,2025-01-18 11:40:39,Deposit,6693.47,Branch,,Success
3187,Taran,Baral,F,2004-08-18,Delhi,Kerala,Business,2022-09-27,Fixed Deposit,9996.48,570,Active,1262.0,Personal,3089515.85,10.58,72.0,2023-02-19,2029-02-19,Closed,37700,2025-01-18 11:40:39,Deposit,6693.47,Branch,,Success
3188,Dhanuk,Golla,M,1992-11-26,Hyderabad,Rajasthan,Other,2024-05-13,Salary,319536.68,513,No Loan,265.0,Education,4448781.21,8.32,12.0,2023-09-19,2024-09-19,Active,29796,2023-12-17 20:44:50,Deposit,14623.83,Online,,Success
3189,Alia,Srivastava,F,1987-09-17,Chennai,Maharashtra,Student,2019-09-07,Fixed Deposit,466663.27,358,Closed,,,,,,,,,37592,2023-11-27 08:04:07,Deposit,4071.18,Online,,Success
3190,Gokul,Luthra,F,1970-05-26,Mumbai,Haryana,Business,2025-06-13,Fixed Deposit,401111.12,803,Active,30.0,Personal,3692880.19,7.61,72.0,2020-11-11,2026-11-11,Defaulted,40206,2023-11-14 18:13:03,Bill Payment,8217.54,ATM,Flipkart,Success
3190,Gokul,Luthra,F,1970-05-26,Mumbai,Haryana,Business,2025-06-13,Fixed Deposit,401111.12,803,Active,1266.0,Education,2275915.26,12.95,12.0,2021-11-19,2022-11-19,Defaulted,40206,2023-11-14 18:13:03,Bill Payment,8217.54,ATM,Flipkart,Success
3191,Pari,Master,F,2007-08-08,Kolkata,Sikkim,Business,2022-09-12,Salary,490567.71,712,Active,,,,,,,,,21050,2024-01-10 18:19:45,Withdrawal,1429.65,ATM,,Success
3192,Yashvi,Dhar,M,1964-03-01,Bangalore,Karnataka,Engineer,2020-03-11,Salary,59885.01,573,Active,414.0,Car,94578.04,8.38,24.0,2025-05-27,2027-05-27,Closed,13693,2024-10-30 18:20:59,Deposit,1299.31,Online,,Success
3192,Yashvi,Dhar,M,1964-03-01,Bangalore,Karnataka,Engineer,2020-03-11,Salary,59885.01,573,Active,1026.0,Home,2043630.41,7.11,48.0,2022-08-24,2026-08-24,Defaulted,13693,2024-10-30 18:20:59,Deposit,1299.31,Online,,Success
3193,Dhanush,Jayaraman,M,1976-02-14,Delhi,Maharashtra,Teacher,2017-10-09,Savings,84890.93,417,Defaulted,470.0,Car,4560717.95,9.73,84.0,2025-10-01,2032-10-01,Defaulted,22857,2023-12-21 11:45:05,Deposit,3306.55,Branch,,Success
3194,Kashvi,Kota,M,1989-02-17,Delhi,Rajasthan,Retired,2018-04-16,Fixed Deposit,202409.32,782,Closed,,,,,,,,,33128,2024-04-14 13:35:31,Withdrawal,10144.38,UPI,,Success
3195,Jivin,Vora,M,2007-05-06,Mumbai,Manipur,Engineer,2019-02-18,Savings,88267.08,759,Defaulted,,,,,,,,,27015,2025-04-22 16:02:17,Transfer,8765.74,Branch,Flipkart,Success
3196,Fateh,Kadakia,O,1955-10-27,Chennai,Himachal Pradesh,Teacher,2018-08-08,Fixed Deposit,87524.64,377,Closed,,,,,,,,,13592,2024-11-07 19:55:17,Withdrawal,18127.63,ATM,,Success
3197,Riya,Keer,M,2006-11-09,Hyderabad,Telangana,Student,2025-03-14,Salary,253171.48,374,Defaulted,,,,,,,,,15588,2025-05-17 09:09:24,Deposit,3584.3,Online,,Success
3198,Arhaan,Thaman,M,1961-08-21,Bangalore,Maharashtra,Engineer,2017-11-30,Salary,17202.92,320,Closed,,,,,,,,,10470,2024-12-15 03:13:30,Withdrawal,11521.57,Branch,,Success
3199,Devansh,Bhatti,M,1956-05-23,Kolkata,Mizoram,Doctor,2018-08-09,Savings,373068.54,314,Closed,1.0,Business,3735788.21,6.88,24.0,2025-06-20,2027-06-20,Defaulted,33133,2025-02-15 05:24:15,Deposit,5231.25,ATM,,Success
3200,Aarna,Goel,M,1990-10-14,Chennai,Chhattisgarh,Other,2022-05-14,Fixed Deposit,68892.06,385,Active,213.0,Education,1173656.43,8.27,36.0,2025-09-13,2028-09-13,Defaulted,30970,2025-03-20 17:01:51,Deposit,24032.09,Branch,,Success
3200,Aarna,Goel,M,1990-10-14,Chennai,Chhattisgarh,Other,2022-05-14,Fixed Deposit,68892.06,385,Active,1849.0,Home,1938133.36,9.35,120.0,2024-09-12,2034-09-12,Closed,30970,2025-03-20 17:01:51,Deposit,24032.09,Branch,,Success
3201,Nakul,Sawhney,M,1982-02-21,Hyderabad,Jharkhand,Other,2025-03-28,Fixed Deposit,247246.52,671,Closed,,,,,,,,,2057,2024-12-26 22:49:13,Deposit,7183.7,Online,,Success
3202,Shayak,Rajagopal,M,1962-11-12,Ahmedabad,Punjab,Student,2021-06-29,Current,151286.62,450,Closed,,,,,,,,,10045,2025-03-09 10:38:21,Deposit,21934.92,Branch,,Pending
3203,Saira,Bajaj,M,1996-09-22,Chennai,Assam,Engineer,2017-08-06,Savings,186781.24,559,Closed,960.0,Car,3589772.79,11.62,84.0,2022-04-09,2029-04-09,Closed,5086,2024-08-17 00:51:18,Withdrawal,5156.02,Branch,,Success
3203,Saira,Bajaj,M,1996-09-22,Chennai,Assam,Engineer,2017-08-06,Savings,186781.24,559,Closed,1766.0,Business,4257380.05,14.47,72.0,2020-10-25,2026-10-25,Closed,5086,2024-08-17 00:51:18,Withdrawal,5156.02,Branch,,Success
3203,Saira,Bajaj,M,1996-09-22,Chennai,Assam,Engineer,2017-08-06,Savings,186781.24,559,Closed,1958.0,Business,3377136.0,7.73,60.0,2024-09-17,2029-09-17,Closed,5086,2024-08-17 00:51:18,Withdrawal,5156.02,Branch,,Success
3204,Alia,Jayaraman,O,2005-01-13,Chennai,Rajasthan,Business,2021-10-20,Fixed Deposit,31775.62,820,No Loan,,,,,,,,,41642,2023-12-18 18:50:59,Deposit,5142.64,ATM,,Success
3205,Riaan,Shukla,M,1985-05-15,Hyderabad,Meghalaya,Engineer,2023-03-06,Savings,103155.01,718,No Loan,,,,,,,,,48198,2024-02-01 15:55:03,Deposit,472.72,ATM,,Success
3206,Sana,Chand,O,2002-05-29,Ahmedabad,Telangana,Business,2018-01-20,Current,28907.25,542,No Loan,,,,,,,,,32740,2024-10-16 01:15:37,Deposit,12162.04,Online,,Success
3207,Dharmajan,Borra,O,2006-11-20,Kolkata,Andhra Pradesh,Engineer,2024-06-06,Salary,140390.4,394,Closed,,,,,,,,,7440,2024-04-01 17:32:23,Deposit,6697.95,ATM,,Success
3208,Pari,Sachar,O,1995-02-26,Ahmedabad,Manipur,Business,2022-01-21,Salary,256457.38,513,Defaulted,,,,,,,,,7653,2024-10-25 22:12:36,Bill Payment,16795.77,ATM,PayTM,Success
3209,Advika,Chakrabarti,M,1980-07-31,Ahmedabad,Mizoram,Student,2021-03-20,Fixed Deposit,5995.19,695,No Loan,,,,,,,,,6229,2025-01-19 23:27:53,Bill Payment,9921.31,UPI,Amazon,Success
3210,Trisha,Bava,O,2003-12-07,Hyderabad,Haryana,Teacher,2020-07-07,Current,86236.04,536,Active,,,,,,,,,23417,2025-08-05 19:55:06,Withdrawal,22046.18,Online,,Failed
3211,Shlok,Bajwa,O,1974-12-31,Kolkata,Odisha,Doctor,2024-02-27,Fixed Deposit,166497.26,698,Closed,,,,,,,,,6888,2023-10-30 02:24:35,Deposit,4582.26,UPI,,Success
3212,Kavya,Kumar,M,1989-12-28,Pune,West Bengal,Teacher,2024-09-12,Fixed Deposit,297154.71,779,Defaulted,,,,,,,,,37888,2024-03-12 16:27:07,Transfer,162.76,Branch,Flipkart,Success
3213,Samarth,Handa,M,1983-10-20,Chennai,Karnataka,Doctor,2020-08-13,Fixed Deposit,59049.53,455,No Loan,1489.0,Business,3407835.62,12.61,60.0,2023-11-29,2028-11-29,Active,29443,2025-07-03 17:30:28,Deposit,2598.2,UPI,,Pending
3214,Hridaan,Bail,M,2006-04-19,Hyderabad,Uttarakhand,Retired,2018-10-19,Savings,195368.5,457,No Loan,,,,,,,,,38571,2025-03-22 05:32:44,Deposit,30602.93,ATM,,Success
3215,Adah,Lad,O,2004-10-03,Mumbai,Himachal Pradesh,Business,2019-05-08,Salary,401546.01,625,Defaulted,1139.0,Business,688239.66,8.42,120.0,2023-02-27,2033-02-27,Closed,41210,2024-11-30 11:18:35,Withdrawal,2072.59,Online,,Success
3216,Divyansh,Ghose,F,1993-11-26,Mumbai,Jharkhand,Business,2021-02-10,Fixed Deposit,149309.84,561,No Loan,,,,,,,,,49374,2025-07-24 06:53:18,Bill Payment,6578.89,UPI,Reliance,Success
3217,Reyansh,Devan,F,1966-01-12,Delhi,Meghalaya,Business,2017-10-12,Salary,129158.19,528,Defaulted,,,,,,,,,43226,2024-04-17 05:44:31,Deposit,600.11,Branch,,Success
3218,Jayan,Dhawan,M,1984-08-19,Chennai,Himachal Pradesh,Teacher,2019-07-27,Salary,51369.87,589,No Loan,,,,,,,,,8521,2025-05-18 12:15:52,Deposit,37134.29,ATM,,Success
3219,Mehul,Sama,M,1996-01-06,Bangalore,Himachal Pradesh,Doctor,2017-07-27,Current,499924.77,513,Active,,,,,,,,,18112,2024-08-10 03:38:54,Deposit,9623.05,ATM,,Success
3220,Lagan,Majumdar,F,1964-05-11,Pune,Uttarakhand,Engineer,2017-05-25,Current,78769.92,620,Active,1326.0,Business,1116939.26,9.86,12.0,2023-04-21,2024-04-21,Closed,41878,2023-11-27 11:17:35,Deposit,13935.88,ATM,,Success
3220,Lagan,Majumdar,F,1964-05-11,Pune,Uttarakhand,Engineer,2017-05-25,Current,78769.92,620,Active,1921.0,Education,4653424.68,10.91,120.0,2024-09-17,2034-09-17,Active,41878,2023-11-27 11:17:35,Deposit,13935.88,ATM,,Success
3221,Aniruddh,Ram,O,1989-05-19,Bangalore,Arunachal Pradesh,Engineer,2018-08-21,Savings,460393.44,612,Defaulted,,,,,,,,,30736,2024-01-03 18:24:15,Withdrawal,17735.24,Branch,,Pending
3222,Yasmin,Chatterjee,M,1991-07-02,Chennai,Andhra Pradesh,Business,2024-11-30,Current,477576.53,679,Defaulted,388.0,Personal,1754918.83,12.05,36.0,2022-03-06,2025-03-06,Defaulted,4013,2025-06-02 06:30:43,Deposit,8631.23,Online,,Success
3222,Yasmin,Chatterjee,M,1991-07-02,Chennai,Andhra Pradesh,Business,2024-11-30,Current,477576.53,679,Defaulted,1672.0,Home,4829847.33,7.79,60.0,2023-10-10,2028-10-10,Active,4013,2025-06-02 06:30:43,Deposit,8631.23,Online,,Success
3223,Tushar,Chaudry,M,1987-12-31,Kolkata,Jharkhand,Teacher,2016-03-15,Current,1632.77,769,Closed,86.0,Car,124002.36,13.62,60.0,2020-10-07,2025-10-07,Active,37048,2024-09-30 20:43:22,Bill Payment,2113.54,UPI,Gas Supplier,Success
3224,Sana,Kapadia,F,1993-08-19,Chennai,Mizoram,Doctor,2023-01-08,Savings,132072.2,415,Closed,246.0,Home,2114423.42,8.33,24.0,2022-05-26,2024-05-26,Defaulted,13684,2024-03-21 17:52:59,Transfer,25638.66,Online,Water Board,Success
3225,Ritvik,Bhakta,M,1963-05-09,Mumbai,Tamil Nadu,Student,2023-06-27,Current,473980.43,678,Defaulted,,,,,,,,,38865,2024-06-13 05:43:49,Withdrawal,1209.79,Branch,,Success
3226,Ahana ,Walia,O,2002-10-30,Ahmedabad,Maharashtra,Business,2017-10-21,Current,169269.03,765,Closed,,,,,,,,,40870,2025-03-27 18:14:21,Withdrawal,6635.0,ATM,,Success
3227,Dhruv,Venkatesh,M,1988-04-30,Hyderabad,Chhattisgarh,Student,2020-03-28,Savings,394683.62,417,Active,1281.0,Home,2453204.66,9.18,120.0,2023-02-13,2033-02-13,Defaulted,16393,2025-01-15 20:33:11,Withdrawal,5412.01,UPI,,Success
3228,Sumer,Suri,M,1973-09-17,Chennai,Assam,Other,2017-09-29,Current,62535.93,755,Active,,,,,,,,,44528,2025-01-03 01:30:01,Deposit,6912.93,Online,,Success
3229,Samiha,Barad,F,2005-05-31,Pune,Karnataka,Retired,2019-07-20,Current,122520.64,399,Closed,287.0,Personal,1696731.28,13.15,48.0,2020-12-31,2024-12-31,Active,15556,2023-11-21 09:32:34,Transfer,5711.0,Online,Flipkart,Success
3230,Shamik,Devi,O,1965-06-06,Bangalore,Manipur,Doctor,2024-05-22,Savings,386647.2,604,Defaulted,,,,,,,,,32820,2025-09-04 06:39:43,Bill Payment,12896.7,Branch,Water Board,Success
3231,Pari,Soni,M,1997-09-05,Chennai,Assam,Student,2024-06-27,Savings,134703.43,627,Active,,,,,,,,,43348,2025-04-23 06:18:12,Withdrawal,306.68,Online,,Success
3232,Armaan,Kalita,F,2002-11-11,Bangalore,Bihar,Doctor,2021-02-13,Savings,183909.04,581,No Loan,,,,,,,,,48729,2025-07-27 04:41:48,Deposit,4511.14,Online,,Success
3233,Samar,Chandran,M,2002-09-30,Bangalore,Uttarakhand,Doctor,2024-08-19,Salary,76553.81,306,Defaulted,,,,,,,,,7208,2024-06-20 21:04:18,Deposit,7037.84,Branch,,Success
3234,Myra,Ratti,F,1992-09-30,Hyderabad,Andhra Pradesh,Business,2016-05-15,Current,353906.94,391,Active,634.0,Education,1889021.9,8.17,120.0,2022-02-12,2032-02-12,Defaulted,38102,2024-12-03 06:02:48,Withdrawal,9292.84,ATM,,Success
3235,Khushi,Guha,O,1971-07-02,Hyderabad,West Bengal,Doctor,2018-02-03,Savings,404875.4,775,Active,1440.0,Education,1127758.72,8.55,60.0,2022-10-08,2027-10-08,Closed,48603,2024-12-29 03:40:19,Bill Payment,2713.15,Branch,Reliance,Success
3236,Prerak,Keer,F,1969-10-01,Bangalore,Chhattisgarh,Engineer,2019-02-03,Salary,24565.21,352,No Loan,,,,,,,,,42188,2024-05-11 06:23:02,Deposit,832.08,Branch,,Success
3237,Sana,Kothari,O,1987-09-26,Ahmedabad,Jharkhand,Retired,2018-12-12,Fixed Deposit,61564.59,789,No Loan,,,,,,,,,18471,2024-05-31 09:15:04,Transfer,9354.38,Online,PhonePe,Success
3238,Myra,Vora,O,1963-09-25,Ahmedabad,Assam,Retired,2019-02-21,Salary,390560.36,411,No Loan,780.0,Car,4580122.87,9.81,72.0,2021-05-19,2027-05-19,Active,30894,2025-01-29 16:29:08,Withdrawal,13655.19,Branch,,Success
3239,Aarav,Kalla,F,1989-11-24,Kolkata,Assam,Doctor,2019-05-29,Fixed Deposit,252086.4,496,Closed,,,,,,,,,13613,2024-07-31 22:22:40,Withdrawal,40650.84,Online,,Success
3240,Manjari,Chawla,M,1988-02-27,Hyderabad,Tamil Nadu,Engineer,2025-04-02,Salary,277495.54,666,Defaulted,407.0,Business,297593.16,10.4,60.0,2022-12-07,2027-12-07,Defaulted,49768,2025-09-19 21:35:29,Withdrawal,5650.35,ATM,,Success
3240,Manjari,Chawla,M,1988-02-27,Hyderabad,Tamil Nadu,Engineer,2025-04-02,Salary,277495.54,666,Defaulted,1340.0,Education,3326492.76,10.24,12.0,2024-01-21,2025-01-21,Defaulted,49768,2025-09-19 21:35:29,Withdrawal,5650.35,ATM,,Success
3241,Aaina,Sankaran,M,1966-11-20,Kolkata,Himachal Pradesh,Business,2016-06-04,Fixed Deposit,189972.97,539,Defaulted,,,,,,,,,6833,2025-09-17 17:06:56,Deposit,2626.61,UPI,,Success
3242,Mohanlal,Manne,F,1996-07-03,Mumbai,Haryana,Teacher,2022-03-27,Fixed Deposit,177722.94,770,Closed,,,,,,,,,2688,2024-05-28 05:42:11,Deposit,1049.67,Branch,,Success
3243,Anya,Lanka,M,1998-02-28,Hyderabad,Sikkim,Business,2021-09-11,Current,447092.56,754,No Loan,,,,,,,,,46098,2024-12-01 01:53:11,Deposit,553.41,ATM,,Success
3244,Mehul,Vora,O,1967-01-07,Bangalore,Jharkhand,Retired,2020-11-13,Salary,48329.75,702,No Loan,,,,,,,,,884,2024-09-10 21:07:39,Withdrawal,56710.08,UPI,,Success
3245,Ayesha,Sunder,M,2000-03-21,Bangalore,Rajasthan,Engineer,2024-01-07,Current,370514.25,603,No Loan,1311.0,Home,3837301.98,12.61,48.0,2024-09-02,2028-09-02,Active,13790,2025-06-27 09:15:58,Bill Payment,16981.16,UPI,Amazon,Success
3246,Inaaya ,Khosla,F,1981-06-15,Ahmedabad,Jharkhand,Business,2021-11-03,Fixed Deposit,208162.68,340,No Loan,12.0,Car,1525310.49,9.56,84.0,2023-04-03,2030-04-03,Closed,47358,2024-01-30 07:16:59,Withdrawal,26111.79,UPI,,Success
3246,Inaaya ,Khosla,F,1981-06-15,Ahmedabad,Jharkhand,Business,2021-11-03,Fixed Deposit,208162.68,340,No Loan,552.0,Car,1800066.83,10.36,48.0,2023-12-07,2027-12-07,Closed,47358,2024-01-30 07:16:59,Withdrawal,26111.79,UPI,,Success
3247,Faiyaz,Wadhwa,F,1961-05-02,Hyderabad,Tripura,Business,2019-06-28,Current,84226.88,533,No Loan,,,,,,,,,3914,2024-08-16 00:31:06,Deposit,6809.06,Branch,,Success
3248,Aaina,Kapoor,M,2006-10-01,Hyderabad,Karnataka,Doctor,2020-08-26,Savings,6265.27,702,Defaulted,,,,,,,,,30078,2025-08-03 21:20:51,Deposit,11123.09,Branch,,Pending
3249,Farhan,Chakrabarti,F,1971-08-08,Mumbai,Manipur,Teacher,2022-12-29,Fixed Deposit,446044.69,634,No Loan,775.0,Education,267659.63,13.19,36.0,2024-08-12,2027-08-12,Closed,32648,2024-06-15 11:49:49,Withdrawal,25895.64,Online,,Success
3249,Farhan,Chakrabarti,F,1971-08-08,Mumbai,Manipur,Teacher,2022-12-29,Fixed Deposit,446044.69,634,No Loan,1810.0,Home,1214861.48,10.96,48.0,2023-09-04,2027-09-04,Defaulted,32648,2024-06-15 11:49:49,Withdrawal,25895.64,Online,,Success
3250,Shray,Sarin,O,1976-06-19,Kolkata,Madhya Pradesh,Engineer,2017-09-11,Salary,169401.05,373,Defaulted,,,,,,,,,26727,2025-04-21 20:58:35,Transfer,8744.28,Online,BigBasket,Success
3251,Urvi,Wadhwa,O,2002-09-23,Ahmedabad,Meghalaya,Engineer,2017-12-10,Fixed Deposit,200764.6,446,Active,966.0,Car,3995088.89,10.62,84.0,2023-06-07,2030-06-07,Closed,1986,2023-12-28 23:27:10,Transfer,2700.35,UPI,PhonePe,Success
3252,Piya,Dalal,F,1988-01-20,Pune,Andhra Pradesh,Doctor,2022-10-10,Salary,310171.71,512,Closed,724.0,Education,1086956.8,6.74,36.0,2023-01-11,2026-01-11,Active,49890,2023-10-30 15:25:20,Transfer,27703.44,ATM,Amazon,Success
3253,Dishani,Chokshi,M,1974-07-25,Delhi,West Bengal,Doctor,2020-04-27,Salary,336882.56,693,Active,,,,,,,,,47846,2024-07-02 06:50:22,Withdrawal,16961.89,Branch,,Success
3254,Jhanvi,Som,M,1982-08-06,Hyderabad,Karnataka,Retired,2016-10-18,Salary,237022.31,321,Active,,,,,,,,,5664,2023-10-20 18:32:57,Bill Payment,7652.6,UPI,PayTM,Success
3255,Zain,Hayre,F,1972-07-26,Kolkata,Uttar Pradesh,Teacher,2021-03-02,Fixed Deposit,79149.79,404,Defaulted,,,,,,,,,4250,2025-07-14 03:54:20,Deposit,10725.78,Branch,,Success
3256,Yakshit,De,O,1984-11-02,Pune,Arunachal Pradesh,Teacher,2022-12-31,Salary,231557.63,731,Active,,,,,,,,,43823,2025-05-19 20:17:14,Deposit,17575.38,ATM,,Failed
3257,Samiha,Choudhary,O,1973-01-09,Delhi,Karnataka,Business,2024-01-09,Fixed Deposit,250937.43,520,No Loan,,,,,,,,,29714,2024-08-03 00:57:37,Withdrawal,19312.55,Online,,Success
3258,Ryan,Kapur,O,1998-01-23,Mumbai,Maharashtra,Retired,2016-07-16,Savings,470499.07,557,Closed,1882.0,Home,3883272.76,8.6,60.0,2025-08-17,2030-08-17,Closed,15542,2025-09-28 16:06:51,Withdrawal,29327.8,Branch,,Success
3259,Ivan,Loyal,F,1969-10-28,Pune,Gujarat,Retired,2025-07-03,Fixed Deposit,464257.9,648,Defaulted,,,,,,,,,35544,2023-10-17 10:33:56,Transfer,9087.22,Online,PhonePe,Success
