customer_id,first_name,last_name,full_name,gender,dob,age,city,state,occupation,income,account_type,account_open_date,account_age,balance,credit_score,loan_status
2818,Stuvan,Kaul,Stuvan Kaul,Others,22-03-1986,39,Chennai,Manipur,Other,274451,Salary,10-05-2017,8,407582.04,656,Active
2819,Anahita,Bhagat,Anahita Bhagat,Others,27-06-1998,27,Delhi,Assam,Student,348600,Salary,13-11-2024,0,230704.2,814,Active
2820,Vivaan,Sodhi,Vivaan Sodhi,Others,12-01-1967,58,Ahmedabad,Maharashtra,Doctor,625655,Fixed Deposit,10-08-2017,8,67755.29,373,Defaulted
2821,Shalv,Bali,Shalv Bali,Male,03-05-1968,57,Ahmedabad,Karnataka,Doctor,124624,Savings,05-08-2022,3,60391.63,808,Defaulted
2822,Lakshit,Sarna,Lakshit Sarna,Female,24-01-1978,47,Mumbai,Telangana,Business,473322,Salary,14-01-2024,1,100347.62,818,Active
2823,Ranbir,Karan,Ranbir Karan,Others,04-03-1987,38,Ahmedabad,Arunachal Pradesh,Business,304565,Current,16-09-2017,8,127738.39,303,No Loan
2824,Anaya,Bora,Anaya Bora,Female,10-11-1991,33,Hyderabad,Rajasthan,Student,138008,Savings,31-05-2018,7,45693.45,828,Active
2825,Jiya,Babu,Jiya Babu,Others,16-04-1969,56,Pune,Punjab,Doctor,982358,Fixed Deposit,18-03-2021,4,136299.98,624,No Loan
2826,Biju,Swamy,Biju Swamy,Female,13-06-2007,18,Mumbai,Kerala,Retired,447539,Savings,27-03-2022,3,361483.28,576,Defaulted
2827,Lakshit,Bala,Lakshit Bala,Others,13-01-1984,41,Chennai,Gujarat,Teacher,186492,Salary,26-10-2023,1,196067.8,815,No Loan
2828,Purab,Date,Purab Date,Others,29-04-1956,69,Chennai,Rajasthan,Teacher,142240,Savings,16-12-2022,2,435921.36,782,Active
2829,Hridaan,Banerjee,Hridaan Banerjee,Male,01-10-1966,59,Ahmedabad,Himachal Pradesh,Doctor,396459,Fixed Deposit,09-03-2017,8,400268.65,467,Closed
2830,Rohan,Vohra,Rohan Vohra,Others,01-05-1982,43,Kolkata,Tamil Nadu,Retired,795947,Salary,25-02-2017,8,358586.54,778,Active
2831,Eshani,Chhabra,Eshani Chhabra,Others,26-06-1985,40,Ahmedabad,Sikkim,Student,342900,Fixed Deposit,27-11-2022,2,134628.44,772,No Loan
2832,Baiju,Batra,Baiju Batra,Male,02-06-1972,53,Delhi,Maharashtra,Student,531227,Savings,23-11-2018,6,389086.23,623,Active
2833,Ivan,Chaudhary,Ivan Chaudhary,Male,14-01-1978,47,Hyderabad,Kerala,Teacher,368522,Fixed Deposit,24-10-2020,5,373555,440,No Loan
2834,Anika,Loyal,Anika Loyal,Others,14-04-1983,42,Mumbai,Tamil Nadu,Teacher,205327,Fixed Deposit,16-12-2023,1,180478.11,719,No Loan
2835,Sumer,Saraf,Sumer Saraf,Others,12-09-1965,60,Mumbai,Odisha,Business,719991,Fixed Deposit,13-03-2023,2,157104.26,654,Active
2836,Jhanvi,Srinivas,Jhanvi Srinivas,Male,31-03-1981,44,Bangalore,Punjab,Engineer,912981,Salary,07-12-2015,9,318180.37,479,Active
2837,Samaira,Sama,Samaira Sama,Female,11-04-1968,57,Kolkata,Odisha,Other,235575,Savings,01-02-2017,8,113693.98,647,No Loan
2838,Samarth,Salvi,Samarth Salvi,Female,19-09-1996,29,Pune,Uttarakhand,Other,930226,Salary,23-03-2018,7,346995.39,773,Defaulted
2839,Abram,Borra,Abram Borra,Male,26-09-2004,21,Chennai,Manipur,Business,569499,Savings,23-02-2021,4,222647.79,406,Defaulted
2840,Samar,Bhandari,Samar Bhandari,Female,19-10-1964,61,Chennai,Uttar Pradesh,Other,563948,Current,05-04-2024,1,406001.88,526,Closed
2841,Prerak,Lad,Prerak Lad,Others,17-08-2000,25,Pune,Telangana,Retired,377257,Fixed Deposit,05-09-2022,3,408230.08,695,Defaulted
2842,Gokul,Ravel,Gokul Ravel,Male,06-01-1955,70,Ahmedabad,Manipur,Other,668357,Savings,06-06-2023,2,363782.24,383,Defaulted
2843,Divit,Badami,Divit Badami,Female,30-03-1998,27,Hyderabad,Gujarat,Teacher,299189,Salary,08-08-2025,0,426043.38,312,Active
2844,Aaina,Sarin,Aaina Sarin,Others,05-07-2005,20,Delhi,Nagaland,Retired,468465,Fixed Deposit,16-12-2018,6,113355.35,792,Defaulted
2845,Kismat,Gulati,Kismat Gulati,Others,18-06-2007,18,Ahmedabad,Gujarat,Retired,321051,Current,04-08-2018,7,305231.27,419,No Loan
2846,Kanav,Sane,Kanav Sane,Male,14-06-1978,47,Chennai,Odisha,Other,719829,Fixed Deposit,02-05-2019,6,229523.64,356,Defaulted
2847,Tejas,Anand,Tejas Anand,Female,29-09-1955,70,Ahmedabad,Jharkhand,Teacher,783936,Current,23-01-2022,3,376147.28,635,Closed
2848,Gatik,Sarma,Gatik Sarma,Female,27-08-1975,50,Mumbai,Meghalaya,Engineer,581778,Current,21-04-2024,1,285079.67,846,Defaulted
2849,Zain,Jha,Zain Jha,Others,03-12-1998,26,Chennai,Kerala,Other,850641,Current,10-07-2023,2,237743.02,816,No Loan
2850,Aaryahi,Lal,Aaryahi Lal,Others,25-09-1978,47,Delhi,Tripura,Doctor,341830,Savings,28-12-2024,0,259621.58,416,Active
2851,Jayesh,Karnik,Jayesh Karnik,Others,14-08-1977,48,Kolkata,Maharashtra,Other,575629,Salary,10-09-2017,8,285083.19,415,Closed
2852,Ishita,Rajan,Ishita Rajan,Others,26-02-1980,45,Pune,Goa,Student,385507,Salary,10-10-2018,7,259855.18,842,No Loan
2853,Vaibhav,Dhar,Vaibhav Dhar,Male,13-09-1991,34,Kolkata,West Bengal,Engineer,429687,Salary,07-03-2023,2,117196.42,365,Active
2854,Myra,Dhar,Myra Dhar,Female,26-08-1999,26,Hyderabad,Tamil Nadu,Business,726021,Savings,17-03-2023,2,464895.15,746,Closed
2855,Dhruv,Swaminathan,Dhruv Swaminathan,Others,24-12-1996,28,Bangalore,Uttarakhand,Retired,245915,Salary,14-06-2017,8,252562.29,740,Active
2856,Nehmat,Anand,Nehmat Anand,Female,30-10-1961,64,Hyderabad,Punjab,Other,689961,Current,15-04-2017,8,27307.16,763,Closed
2857,Charvi,Shere,Charvi Shere,Male,02-10-1982,43,Ahmedabad,Tripura,Retired,524179,Current,12-07-2017,8,232528.72,850,Closed
2858,Divyansh,Ravel,Divyansh Ravel,Male,20-03-1997,28,Chennai,Manipur,Doctor,112828,Savings,11-01-2025,0,463945.12,694,No Loan
2859,Zara,Babu,Zara Babu,Female,07-01-1989,36,Kolkata,Sikkim,Student,905036,Current,26-08-2025,0,82613.34,390,No Loan
2860,Lakshit,Choudhury,Lakshit Choudhury,Male,29-06-1974,51,Kolkata,Tripura,Retired,342670,Fixed Deposit,02-12-2022,2,310932.06,465,Defaulted
2861,Vaibhav,Bhandari,Vaibhav Bhandari,Others,13-09-1985,40,Pune,Gujarat,Other,925342,Salary,23-02-2025,0,404170.71,513,No Loan
2862,Stuvan,Sundaram,Stuvan Sundaram,Female,20-09-1986,39,Pune,Manipur,Doctor,95592,Salary,18-11-2017,7,314575.07,634,Defaulted
2863,Aarush,Grover,Aarush Grover,Male,12-11-1982,42,Bangalore,Uttar Pradesh,Teacher,361126,Current,01-07-2022,3,322310.07,348,Closed
2864,Raunak,Desai,Raunak Desai,Male,01-01-1970,55,Ahmedabad,Sikkim,Student,856639,Salary,25-05-2024,1,323557.28,538,Active
2865,Yashvi,Johal,Yashvi Johal,Others,06-10-1972,53,Hyderabad,Sikkim,Retired,302041,Salary,29-12-2020,4,126651.58,465,Closed
2866,Zeeshan,Babu,Zeeshan Babu,Female,15-03-1971,54,Chennai,Andhra Pradesh,Student,420877,Savings,01-11-2015,9,43548.9,777,No Loan
2867,Vritika,Grover,Vritika Grover,Others,20-07-1956,69,Ahmedabad,Uttarakhand,Business,824296,Fixed Deposit,17-05-2018,7,250094.04,599,Active
2868,Shamik,Chada,Shamik Chada,Male,29-01-1990,35,Mumbai,Odisha,Student,194982,Fixed Deposit,01-03-2021,4,397710.76,524,Active
2869,Ivana,Hayre,Ivana Hayre,Female,11-01-1984,41,Ahmedabad,Gujarat,Other,326911,Current,17-11-2019,5,52505.11,657,Active
2870,Baiju,Suresh,Baiju Suresh,Others,13-09-1996,29,Pune,Odisha,Engineer,138619,Salary,15-06-2022,3,73612.23,813,Defaulted
2871,Myra,Hayer,Myra Hayer,Others,19-12-1983,41,Mumbai,Telangana,Retired,754688,Fixed Deposit,15-12-2017,7,264566.44,763,No Loan
2872,Samar,Kuruvilla,Samar Kuruvilla,Others,02-08-1966,59,Bangalore,Goa,Business,378623,Current,15-08-2022,3,54249.2,674,No Loan
2873,Divyansh,Savant,Divyansh Savant,Female,12-07-1984,41,Chennai,Uttar Pradesh,Teacher,571643,Current,11-09-2019,6,218400.36,600,No Loan
2874,Fateh,Raval,Fateh Raval,Male,12-05-1963,62,Pune,Odisha,Other,221175,Savings,05-05-2024,1,371407.08,488,Active
2875,Ishita,Buch,Ishita Buch,Others,10-06-1981,44,Pune,Karnataka,Student,240963,Savings,11-03-2020,5,38564.08,613,Active
2876,Divij,Arya,Divij Arya,Others,18-08-1968,57,Delhi,Maharashtra,Student,211826,Fixed Deposit,08-05-2017,8,311137.84,427,Closed
2877,Aniruddh,Ranganathan,Aniruddh Ranganathan,Others,20-07-1955,70,Hyderabad,Tamil Nadu,Doctor,825343,Current,15-05-2018,7,222974.84,486,Closed
2878,Kaira,Halder,Kaira Halder,Male,06-10-1991,34,Ahmedabad,Andhra Pradesh,Retired,937869,Savings,07-02-2017,8,193143.97,770,Defaulted
2879,Amani,Ravel,Amani Ravel,Male,12-04-2005,20,Delhi,Rajasthan,Business,168540,Fixed Deposit,26-12-2017,7,410750.07,523,No Loan
2880,Kabir,Dar,Kabir Dar,Female,06-09-2007,18,Ahmedabad,Rajasthan,Doctor,929414,Salary,09-11-2021,3,355465.4,650,Closed
2881,Kartik,Loyal,Kartik Loyal,Male,08-11-1969,55,Chennai,Uttarakhand,Teacher,697035,Current,25-10-2020,4,286513.81,648,No Loan
2882,Trisha,De,Trisha De,Female,15-06-1971,54,Ahmedabad,Sikkim,Engineer,256994,Current,13-03-2022,3,429245.19,478,Defaulted
2883,Dharmajan,Bora,Dharmajan Bora,Female,15-04-1958,67,Hyderabad,Rajasthan,Doctor,380375,Salary,10-06-2020,5,218942.15,302,Active
2884,Ehsaan,Bhakta,Ehsaan Bhakta,Female,04-05-1956,69,Ahmedabad,Manipur,Other,99301,Savings,14-08-2025,0,394758.96,328,Defaulted
2885,Emir,Bobal,Emir Bobal,Male,26-04-1995,30,Mumbai,Jharkhand,Student,292724,Savings,07-11-2017,7,465405.46,396,Defaulted
2886,Divij,Barad,Divij Barad,Male,04-08-1972,53,Bangalore,Meghalaya,Engineer,584003,Savings,02-11-2018,6,499101.75,502,Active
2887,Vihaan,Bedi,Vihaan Bedi,Female,11-05-1979,46,Kolkata,Meghalaya,Teacher,263783,Savings,21-04-2019,6,362937.87,320,Defaulted
2888,Devansh,Kohli,Devansh Kohli,Male,04-04-1956,69,Bangalore,Rajasthan,Doctor,766683,Fixed Deposit,20-10-2022,3,204540.07,401,Closed
2889,Piya,Kadakia,Piya Kadakia,Others,16-12-1959,65,Hyderabad,Madhya Pradesh,Teacher,88752,Savings,05-05-2019,6,487825.36,463,Closed
2890,Zara,Buch,Zara Buch,Others,08-02-1976,49,Pune,Goa,Student,807565,Current,08-06-2023,2,411097.82,637,No Loan
2891,Jayesh,Sahni,Jayesh Sahni,Others,04-02-1975,50,Bangalore,Odisha,Student,954884,Current,09-12-2015,9,439782.91,746,No Loan
2892,Fateh,Garg,Fateh Garg,Male,19-09-1997,28,Mumbai,Kerala,Student,738755,Savings,19-04-2016,9,65046.61,711,Defaulted
2893,Aarush,Buch,Aarush Buch,Female,11-09-1987,38,Delhi,Mizoram,Teacher,287029,Current,22-01-2025,0,491258.81,580,Closed
2894,Gatik,Char,Gatik Char,Male,27-03-2005,20,Ahmedabad,Punjab,Doctor,977669,Current,04-02-2020,5,376145.5,350,Defaulted
2895,Akarsh,Lad,Akarsh Lad,Female,10-10-1956,69,Kolkata,Mizoram,Other,126273,Fixed Deposit,18-11-2024,0,49412.09,425,Active
2896,Madhav,Verma,Madhav Verma,Others,19-07-2006,19,Delhi,Kerala,Teacher,328503,Current,10-05-2018,7,351048.05,557,Defaulted
2897,Aniruddh,Gade,Aniruddh Gade,Male,30-07-1962,63,Hyderabad,Chhattisgarh,Other,686166,Fixed Deposit,16-06-2019,6,232347.42,529,Closed
2898,Samiha,Saraf,Samiha Saraf,Female,20-09-1969,56,Mumbai,Chhattisgarh,Teacher,861327,Savings,08-03-2017,8,464349.21,309,No Loan
2899,Anya,Chaudhry,Anya Chaudhry,Others,21-12-1972,52,Delhi,Assam,Other,189968,Savings,02-06-2020,5,138309.89,801,Defaulted
2900,Nehmat,Din,Nehmat Din,Others,26-06-1978,47,Kolkata,Manipur,Other,447844,Current,22-02-2025,0,465808.02,794,Defaulted
2901,Adira,Kunda,Adira Kunda,Female,22-06-2005,20,Bangalore,Madhya Pradesh,Business,670847,Current,13-03-2024,1,486311.55,686,Defaulted
2902,Jayant,Chaudhary,Jayant Chaudhary,Others,26-11-1967,57,Kolkata,Sikkim,Business,80699,Fixed Deposit,08-01-2020,5,239455.81,517,No Loan
2903,Vihaan,Behl,Vihaan Behl,Male,01-08-2003,22,Ahmedabad,Odisha,Engineer,266133,Fixed Deposit,18-07-2020,5,341573.35,645,Active
2904,Sahil,Butala,Sahil Butala,Female,03-12-2006,18,Ahmedabad,Uttar Pradesh,Student,604003,Fixed Deposit,05-10-2025,0,357945.83,535,Defaulted
2905,Adah,Wagle,Adah Wagle,Female,08-10-1968,57,Chennai,Manipur,Other,89169,Savings,24-01-2024,1,29490.07,560,Active
2906,Samar,Rastogi,Samar Rastogi,Male,08-08-1983,42,Delhi,Bihar,Teacher,588652,Current,21-05-2020,5,63500.36,422,Defaulted
2907,Aaryahi,Chaudhry,Aaryahi Chaudhry,Others,03-02-1996,29,Mumbai,Odisha,Student,188413,Savings,13-04-2022,3,52162.07,720,Active
2908,Mohanlal,Tank,Mohanlal Tank,Female,12-10-1978,47,Kolkata,Assam,Doctor,713552,Salary,15-02-2022,3,70706.49,346,Active
2909,Arhaan,Kumer,Arhaan Kumer,Others,06-05-1985,40,Kolkata,Himachal Pradesh,Retired,337926,Current,11-08-2018,7,445525.24,507,Defaulted
2910,Ritvik,Ramakrishnan,Ritvik Ramakrishnan,Others,13-09-1994,31,Mumbai,Uttarakhand,Doctor,813537,Savings,26-09-2022,3,230192.54,448,No Loan
2911,Sumer,Issac,Sumer Issac,Male,30-08-1998,27,Hyderabad,Andhra Pradesh,Retired,592988,Salary,15-10-2024,1,434806.8,454,Active
2912,Zoya,Edwin,Zoya Edwin,Others,26-07-1962,63,Hyderabad,Maharashtra,Business,194481,Current,28-10-2018,6,410808.45,657,Active
2913,Nirvaan,Bansal,Nirvaan Bansal,Male,01-06-1967,58,Kolkata,Gujarat,Doctor,285400,Savings,06-11-2021,3,419580.83,755,Defaulted
2914,Umang,Bora,Umang Bora,Male,21-06-1999,26,Hyderabad,Tripura,Retired,629873,Salary,01-02-2022,3,122346.81,498,Closed
2915,Aayush,Dutta,Aayush Dutta,Female,29-02-1976,49,Hyderabad,Tamil Nadu,Teacher,887114,Fixed Deposit,04-11-2017,7,97054.08,832,Active
2916,Lakshit,Kaul,Lakshit Kaul,Male,04-07-1955,70,Bangalore,Odisha,Student,248936,Current,11-05-2021,4,127875.32,747,Defaulted
2917,Jhanvi,Bali,Jhanvi Bali,Female,24-08-1976,49,Chennai,Madhya Pradesh,Doctor,462136,Salary,21-09-2019,6,360641.83,563,No Loan
2918,Eshani,Chopra,Eshani Chopra,Others,24-01-1974,51,Mumbai,Bihar,Business,940848,Fixed Deposit,17-05-2019,6,422020.67,330,No Loan
2919,Saanvi,Ramanathan,Saanvi Ramanathan,Female,08-12-1992,32,Hyderabad,Uttar Pradesh,Other,518330,Fixed Deposit,29-06-2020,5,316308.2,570,Defaulted
2920,Kaira,Warrior,Kaira Warrior,Others,13-06-2000,25,Mumbai,Rajasthan,Retired,459954,Fixed Deposit,13-01-2017,8,342210.31,693,Active
2921,Samar,Talwar,Samar Talwar,Others,19-06-1983,42,Ahmedabad,Karnataka,Doctor,108067,Current,03-03-2023,2,291635.1,383,Active
2922,Badal,Suresh,Badal Suresh,Others,01-04-1968,57,Delhi,Meghalaya,Engineer,768045,Current,12-02-2019,6,95532.27,848,No Loan
2923,Raghav,Kade,Raghav Kade,Male,12-09-1988,37,Bangalore,Bihar,Student,847622,Salary,23-07-2016,9,29444.19,706,Closed
2924,Jayan,Rama,Jayan Rama,Others,18-03-1963,62,Chennai,Karnataka,Retired,88073,Fixed Deposit,20-06-2023,2,198898.7,392,Defaulted
2925,Miraan,Mani,Miraan Mani,Others,29-12-1994,30,Chennai,Andhra Pradesh,Teacher,106035,Salary,11-04-2022,3,9731.61,711,Active
2926,Nayantara,Srinivasan,Nayantara Srinivasan,Male,28-02-1974,51,Kolkata,West Bengal,Other,266049,Current,25-01-2016,9,55636,458,Active
2927,Anahi,Dhar,Anahi Dhar,Others,11-12-1993,31,Ahmedabad,Chhattisgarh,Doctor,303782,Current,04-11-2015,9,409928.35,524,Active
2928,Hazel,Lalla,Hazel Lalla,Female,05-03-1982,43,Ahmedabad,Arunachal Pradesh,Engineer,684661,Savings,23-05-2016,9,271139.96,548,Closed
2929,Darshit,Keer,Darshit Keer,Male,21-09-1977,48,Kolkata,Bihar,Doctor,939794,Savings,16-01-2016,9,298576.9,515,Active
2930,Raghav,Dutt,Raghav Dutt,Male,04-01-1983,42,Kolkata,Tripura,Student,684805,Salary,19-11-2020,4,483312.9,840,No Loan
2931,Dhanush,Mall,Dhanush Mall,Others,19-04-1978,47,Bangalore,Tripura,Business,659738,Savings,29-07-2022,3,367879.03,519,Closed
2932,Manjari,Bajwa,Manjari Bajwa,Male,28-01-1976,49,Pune,Madhya Pradesh,Engineer,604670,Savings,01-03-2024,1,358094.74,520,Closed
2933,Bhamini,Vala,Bhamini Vala,Female,27-01-1975,50,Chennai,Rajasthan,Doctor,991941,Salary,01-07-2023,2,337940.19,341,No Loan
2934,Miraya,Behl,Miraya Behl,Male,10-01-1963,62,Mumbai,Andhra Pradesh,Business,796331,Fixed Deposit,15-02-2022,3,176888.04,582,Closed
2935,Aayush,Boase,Aayush Boase,Female,03-01-1970,55,Delhi,Bihar,Doctor,527828,Current,30-07-2016,9,347237.72,836,Closed
2936,Mamooty,Chada,Mamooty Chada,Female,25-09-1976,49,Ahmedabad,Assam,Engineer,815715,Fixed Deposit,06-03-2023,2,379860.25,428,Active
2937,Heer,Agate,Heer Agate,Male,10-10-1967,58,Chennai,Tamil Nadu,Student,131929,Current,15-01-2022,3,39628.36,725,Closed
2938,Vardaniya,Bains,Vardaniya Bains,Others,03-05-1958,67,Pune,Bihar,Engineer,827771,Savings,07-03-2020,5,92866.56,424,Active
2939,Dhanuk,Deo,Dhanuk Deo,Female,12-01-1958,67,Mumbai,Karnataka,Student,822878,Current,09-12-2020,4,406612.63,613,Defaulted
2940,Purab,Sarkar,Purab Sarkar,Female,30-07-2001,24,Mumbai,Goa,Doctor,955296,Savings,22-03-2022,3,309524.23,805,Closed
2941,Amira,Bhasin,Amira Bhasin,Male,21-02-1964,61,Kolkata,Chhattisgarh,Engineer,737689,Savings,09-09-2025,0,330533.74,301,No Loan
2942,Suhana,Master,Suhana Master,Others,30-06-1976,49,Delhi,West Bengal,Other,850965,Current,13-04-2018,7,29050.74,703,Active
2943,Oorja,Bhat,Oorja Bhat,Others,21-11-1982,42,Delhi,Mizoram,Engineer,357313,Fixed Deposit,14-05-2023,2,425575.53,667,No Loan
2944,Kashvi,Khare,Kashvi Khare,Female,01-09-1990,35,Kolkata,Sikkim,Business,157468,Current,09-11-2019,5,150669.31,508,No Loan
2945,Samarth,Som,Samarth Som,Others,12-02-1988,37,Chennai,Telangana,Teacher,104594,Fixed Deposit,15-07-2020,5,216562.7,416,No Loan
2946,Divij,Deo,Divij Deo,Male,12-08-1987,38,Ahmedabad,Tripura,Student,261703,Salary,10-08-2019,6,17678.36,777,Closed
2947,Sumer,Mallick,Sumer Mallick,Male,03-12-1974,50,Chennai,Uttarakhand,Retired,115033,Current,04-03-2017,8,105749.1,345,No Loan
2948,Rania,Barad,Rania Barad,Female,05-04-1971,54,Bangalore,Assam,Teacher,657421,Savings,08-04-2019,6,387511.47,515,No Loan
2949,Lakshit,Ahuja,Lakshit Ahuja,Female,03-06-1988,37,Bangalore,Sikkim,Engineer,143861,Fixed Deposit,15-10-2016,9,118456.25,791,No Loan
2950,Veer,Chandra,Veer Chandra,Others,22-06-1969,56,Hyderabad,Meghalaya,Business,777650,Current,23-09-2023,2,24991.41,748,Defaulted
2951,Lakshay,Talwar,Lakshay Talwar,Male,17-11-1961,63,Kolkata,Odisha,Business,363894,Fixed Deposit,22-07-2021,4,8308.92,757,No Loan
2952,Drishya,Varughese,Drishya Varughese,Others,04-08-2006,19,Ahmedabad,Karnataka,Business,634749,Fixed Deposit,27-09-2024,1,379729.44,839,No Loan
2953,Rhea,Karan,Rhea Karan,Female,08-07-2006,19,Pune,Rajasthan,Teacher,537016,Fixed Deposit,25-01-2021,4,111919.1,315,Closed
2954,Emir,Bhattacharyya,Emir Bhattacharyya,Others,30-03-1965,60,Hyderabad,Haryana,Doctor,148222,Current,06-05-2024,1,377106.37,542,Closed
2955,Alisha,Vig,Alisha Vig,Others,06-07-1979,46,Hyderabad,Punjab,Other,706308,Salary,28-04-2022,3,117206.69,570,No Loan
2956,Vanya,Iyengar,Vanya Iyengar,Others,15-09-1989,36,Kolkata,Gujarat,Teacher,880658,Salary,21-03-2019,6,342031.28,414,Closed
2957,Aarna,Butala,Aarna Butala,Female,09-06-1959,66,Bangalore,Sikkim,Business,863153,Savings,28-06-2020,5,455904.82,782,No Loan
2958,Neelofar,Behl,Neelofar Behl,Female,01-09-1975,50,Kolkata,Chhattisgarh,Engineer,614897,Current,01-08-2025,0,83544.66,374,Closed
2959,Shanaya,Bhakta,Shanaya Bhakta,Female,18-02-1986,39,Bangalore,Haryana,Retired,724801,Fixed Deposit,02-08-2017,8,146832.23,402,No Loan
2960,Kabir,Deol,Kabir Deol,Male,23-11-1955,69,Ahmedabad,Andhra Pradesh,Engineer,273981,Current,09-08-2023,2,453162.63,477,No Loan
2961,Alisha,Goda,Alisha Goda,Others,05-03-1987,38,Bangalore,Himachal Pradesh,Teacher,174211,Current,17-10-2024,1,282732.45,614,No Loan
2962,Dharmajan,Goel,Dharmajan Goel,Others,26-10-1962,63,Hyderabad,Maharashtra,Doctor,256321,Fixed Deposit,15-02-2025,0,229444.66,306,Defaulted
2963,Vivaan,Krishnamurthy,Vivaan Krishnamurthy,Female,12-03-1969,56,Hyderabad,Maharashtra,Other,512111,Current,29-04-2018,7,439494.52,460,No Loan
2964,Baiju,Kannan,Baiju Kannan,Female,30-04-1989,36,Mumbai,Himachal Pradesh,Retired,557689,Savings,10-06-2021,4,52634.06,301,Active
2965,Badal,Sachar,Badal Sachar,Male,05-12-1979,45,Mumbai,Madhya Pradesh,Engineer,993160,Savings,05-06-2017,8,453585.77,754,Defaulted
2966,Kartik,Din,Kartik Din,Male,29-07-2004,21,Pune,Gujarat,Teacher,981297,Current,14-12-2022,2,112320.08,575,Closed
2967,Kimaya,Devi,Kimaya Devi,Male,02-03-1982,43,Chennai,Mizoram,Other,930952,Savings,08-10-2018,7,226988.8,327,Defaulted
2968,Ela,Kalita,Ela Kalita,Others,07-02-1996,29,Pune,Bihar,Student,526956,Fixed Deposit,29-02-2024,1,260922.01,487,No Loan
2969,Neelofar,Dash,Neelofar Dash,Female,12-02-2001,24,Bangalore,Bihar,Teacher,920741,Salary,11-08-2016,9,94962.96,411,Active
2970,Baiju,Wason,Baiju Wason,Others,15-09-1969,56,Bangalore,Arunachal Pradesh,Doctor,99984,Current,21-09-2017,8,409335.6,335,No Loan
2971,Nakul,Bali,Nakul Bali,Male,28-11-1993,31,Kolkata,Nagaland,Doctor,713235,Fixed Deposit,16-04-2020,5,72790.12,624,Defaulted
2972,Mamooty,Wadhwa,Mamooty Wadhwa,Others,22-08-1961,64,Hyderabad,Punjab,Engineer,799182,Current,13-06-2020,5,71550.39,833,No Loan
2973,Vihaan,Hegde,Vihaan Hegde,Male,14-05-2002,23,Mumbai,Bihar,Doctor,75901,Fixed Deposit,24-08-2022,3,226731.01,408,No Loan
2974,Bhamini,Chauhan,Bhamini Chauhan,Female,23-09-1969,56,Ahmedabad,Goa,Doctor,232624,Savings,29-04-2020,5,99394.31,480,Defaulted
2975,Navya,Dhawan,Navya Dhawan,Female,13-08-1968,57,Bangalore,Tamil Nadu,Business,292317,Savings,05-09-2021,4,272946.16,367,No Loan
2976,Sana,Agarwal,Sana Agarwal,Others,06-05-1995,30,Pune,Bihar,Teacher,363199,Savings,30-08-2020,5,461941.97,480,Defaulted
2977,Rati,Rastogi,Rati Rastogi,Male,12-05-1967,58,Bangalore,Meghalaya,Doctor,763045,Salary,29-04-2024,1,83302.08,763,No Loan
2978,Prisha,Dar,Prisha Dar,Male,22-01-2005,20,Delhi,Goa,Other,215788,Current,16-12-2020,4,328254.56,833,Defaulted
2979,Ivan,Chander,Ivan Chander,Female,17-03-1976,49,Delhi,Karnataka,Teacher,708387,Fixed Deposit,11-12-2016,8,115467.36,683,Active
2980,Abram,Sama,Abram Sama,Others,28-09-1985,40,Kolkata,Meghalaya,Doctor,605426,Salary,06-03-2018,7,28291.89,338,Defaulted
2981,Akarsh,Chakrabarti,Akarsh Chakrabarti,Male,20-11-1983,41,Chennai,Himachal Pradesh,Student,760658,Savings,12-06-2021,4,52281.35,635,No Loan
2982,Parinaaz,Sidhu,Parinaaz Sidhu,Female,02-01-1960,65,Bangalore,West Bengal,Engineer,93429,Current,01-09-2018,7,255749.61,542,Defaulted
2983,Anika,Manne,Anika Manne,Female,05-06-1955,70,Ahmedabad,Andhra Pradesh,Business,644488,Salary,03-10-2021,4,416363.13,400,Active
2984,Anaya,Bhakta,Anaya Bhakta,Female,29-12-1987,37,Ahmedabad,Arunachal Pradesh,Retired,272380,Savings,22-12-2019,5,92528.4,475,Defaulted
2985,Pihu,Dhillon,Pihu Dhillon,Others,13-12-1955,69,Mumbai,Uttarakhand,Doctor,511460,Savings,31-05-2025,0,337472.49,358,Active
2986,Damini,Chacko,Damini Chacko,Female,20-04-1970,55,Kolkata,Tripura,Doctor,842577,Fixed Deposit,12-09-2024,1,343140.22,794,No Loan
2987,Divyansh,Doshi,Divyansh Doshi,Female,27-09-1964,61,Mumbai,Uttar Pradesh,Retired,315127,Salary,12-05-2017,8,443634.33,813,No Loan
2988,Alisha,Korpal,Alisha Korpal,Female,11-11-2004,20,Pune,Telangana,Other,957700,Fixed Deposit,22-06-2021,4,54407.54,510,No Loan
2989,Onkar,Saini,Onkar Saini,Others,20-08-1978,47,Pune,Meghalaya,Doctor,830801,Salary,17-01-2025,0,428691.37,687,Defaulted
2990,Amira,Ahuja,Amira Ahuja,Others,07-01-1972,53,Hyderabad,Uttarakhand,Business,87347,Salary,17-12-2021,3,315687.01,690,Defaulted
2991,Rhea,Ganesan,Rhea Ganesan,Male,05-10-1978,47,Ahmedabad,Mizoram,Retired,742280,Savings,20-11-2020,4,109656.6,311,Defaulted
2992,Faiyaz,Deshmukh,Faiyaz Deshmukh,Others,21-06-2007,18,Delhi,Sikkim,Engineer,626110,Current,02-01-2024,1,155875.07,636,Active
